engagement_id,user_id,date,session_min,feature_viewed,goal_completed,notif_sent,notif_clicked
509,2,2026-04-24,4.5,Readiness Score,1,1,1
510,2,2026-04-24,4.5,HRV Chart,1,1,1
511,2,2026-04-24,4.5,Trends,1,1,1
512,2,2026-04-25,10.3,Sleep Score,1,1,1
513,2,2026-04-25,10.3,Readiness Score,1,1,1
514,2,2026-04-25,10.3,Activity Ring,1,1,1
515,2,2026-04-26,10.9,Activity Ring,0,1,1
516,2,2026-04-26,10.9,Readiness Score,0,1,1
517,2,2026-04-26,10.9,Sleep Stages,0,1,1
518,2,2026-04-26,10.9,HRV Chart,0,1,1
519,2,2026-04-26,10.9,Sleep Score,0,1,1
520,2,2026-04-27,3.9,Sleep Score,0,1,0
521,2,2026-04-27,3.9,HRV Chart,0,1,0
522,2,2026-04-27,3.9,Activity Ring,0,1,0
523,2,2026-04-27,3.9,Sleep Stages,0,1,0
524,2,2026-04-27,3.9,Goals,0,1,0
525,2,2026-04-28,3.9,Goals,1,1,1
526,2,2026-04-28,3.9,Readiness Score,1,1,1
527,2,2026-04-28,3.9,Activity Ring,1,1,1
528,2,2026-04-29,7.1,Trends,1,1,1
529,2,2026-04-29,7.1,Activity Ring,1,1,1
530,2,2026-04-29,7.1,Readiness Score,1,1,1
531,2,2026-04-29,7.1,HRV Chart,1,1,1
532,2,2026-04-29,7.1,Goals,1,1,1
533,2,2026-04-29,7.1,Sleep Score,1,1,1
534,2,2026-04-30,2.8,Notifications,1,1,1
535,2,2026-04-30,2.8,Sleep Stages,1,1,1
536,2,2026-05-01,4.4,Sleep Score,1,1,1
537,2,2026-05-01,4.4,Readiness Score,1,1,1
538,2,2026-05-01,4.4,Sleep Stages,1,1,1
539,2,2026-05-01,4.4,Activity Ring,1,1,1
540,2,2026-05-01,4.4,Trends,1,1,1
541,2,2026-05-02,4.5,HRV Chart,0,1,0
542,2,2026-05-02,4.5,Readiness Score,0,1,0
543,2,2026-05-02,4.5,Activity Ring,0,1,0
544,2,2026-05-03,8.4,HRV Chart,1,1,1
545,2,2026-05-03,8.4,Sleep Score,1,1,1
546,2,2026-05-03,8.4,Readiness Score,1,1,1
547,2,2026-05-03,8.4,Goals,1,1,1
548,2,2026-05-03,8.4,Trends,1,1,1
549,2,2026-05-04,6.8,Readiness Score,1,1,1
550,2,2026-05-05,4.8,Goals,0,1,1
551,2,2026-05-05,4.8,Trends,0,1,1
552,2,2026-05-05,4.8,HRV Chart,0,1,1
553,2,2026-05-05,4.8,Activity Ring,0,1,1
554,2,2026-05-05,4.8,Sleep Stages,0,1,1
555,2,2026-05-05,4.8,Readiness Score,0,1,1
556,2,2026-05-05,4.8,Sleep Score,0,1,1
557,2,2026-05-05,4.8,Notifications,0,1,1
558,2,2026-05-06,2.5,Activity Ring,1,0,0
559,2,2026-05-06,2.5,Trends,1,0,0
560,2,2026-05-06,2.5,Readiness Score,1,0,0
561,2,2026-05-07,2.3,Sleep Stages,1,1,1
562,2,2026-05-07,2.3,Activity Ring,1,1,1
563,2,2026-05-07,2.3,Notifications,1,1,1
564,2,2026-05-07,2.3,Readiness Score,1,1,1
565,2,2026-05-07,2.3,Sleep Score,1,1,1
566,2,2026-05-07,2.3,Trends,1,1,1
567,2,2026-05-08,2.8,Sleep Stages,0,0,0
568,2,2026-05-08,2.8,HRV Chart,0,0,0
569,2,2026-05-08,2.8,Goals,0,0,0
570,2,2026-05-08,2.8,Trends,0,0,0
571,2,2026-05-09,0.5,Activity Ring,1,1,1
572,2,2026-05-09,0.5,Readiness Score,1,1,1
573,2,2026-05-09,0.5,Sleep Stages,1,1,1
574,2,2026-05-10,4.8,Sleep Score,1,1,0
575,2,2026-05-10,4.8,Notifications,1,1,0
576,2,2026-05-11,0.7,HRV Chart,1,1,1
577,2,2026-05-11,0.7,Sleep Score,1,1,1
578,2,2026-05-11,0.7,Sleep Stages,1,1,1
579,2,2026-05-11,0.7,Activity Ring,1,1,1
580,2,2026-05-11,0.7,Readiness Score,1,1,1
581,2,2026-05-11,0.7,Goals,1,1,1
582,2,2026-05-12,5.5,Activity Ring,0,1,0
583,2,2026-05-12,5.5,Sleep Stages,0,1,0
584,2,2026-05-14,4.2,Trends,1,1,1
585,2,2026-05-14,4.2,HRV Chart,1,1,1
586,2,2026-05-14,4.2,Activity Ring,1,1,1
587,2,2026-05-15,2.8,Activity Ring,1,1,1
588,2,2026-05-15,2.8,Goals,1,1,1
589,2,2026-05-15,2.8,Sleep Stages,1,1,1
590,2,2026-05-15,2.8,Readiness Score,1,1,1
591,2,2026-05-15,2.8,Sleep Score,1,1,1
592,2,2026-05-15,2.8,Notifications,1,1,1
593,2,2026-05-15,2.8,HRV Chart,1,1,1
594,2,2026-05-15,2.8,Trends,1,1,1
595,2,2026-05-16,2.3,Trends,1,1,0
596,2,2026-05-17,0.5,Sleep Stages,0,1,1
597,2,2026-05-17,0.5,Readiness Score,0,1,1
598,2,2026-05-17,0.5,Goals,0,1,1
599,2,2026-05-18,3.6,Activity Ring,0,1,1
600,2,2026-05-18,3.6,Readiness Score,0,1,1
601,2,2026-05-18,3.6,Goals,0,1,1
602,2,2026-05-18,3.6,Sleep Score,0,1,1
603,2,2026-05-19,3.3,Activity Ring,1,0,0
604,2,2026-05-19,3.3,HRV Chart,1,0,0
605,2,2026-05-19,3.3,Trends,1,0,0
606,2,2026-05-19,3.3,Readiness Score,1,0,0
607,2,2026-05-20,4.2,Sleep Stages,0,1,1
608,2,2026-05-20,4.2,Readiness Score,0,1,1
609,2,2026-05-21,5.8,Activity Ring,1,0,0
610,3,2026-02-21,3.4,Activity Ring,1,1,0
611,3,2026-02-21,3.4,HRV Chart,1,1,0
612,3,2026-02-21,3.4,Trends,1,1,0
613,3,2026-02-21,3.4,Notifications,1,1,0
614,3,2026-02-21,3.4,Readiness Score,1,1,0
615,3,2026-02-22,3.3,Sleep Score,0,0,0
616,3,2026-02-24,2.8,HRV Chart,1,1,0
617,3,2026-02-24,2.8,Sleep Score,1,1,0
618,3,2026-02-24,2.8,Sleep Stages,1,1,0
619,3,2026-02-24,2.8,Readiness Score,1,1,0
620,3,2026-02-24,2.8,Goals,1,1,0
621,3,2026-02-24,2.8,Trends,1,1,0
622,3,2026-02-24,2.8,Notifications,1,1,0
623,3,2026-02-25,1.2,Goals,1,0,0
624,3,2026-02-25,1.2,Sleep Stages,1,0,0
625,3,2026-02-25,1.2,Readiness Score,1,0,0
626,3,2026-02-26,5.0,Readiness Score,1,1,1
627,3,2026-02-27,0.7,Sleep Score,1,0,0
628,3,2026-02-27,0.7,Readiness Score,1,0,0
629,3,2026-02-27,0.7,Sleep Stages,1,0,0
630,3,2026-02-27,0.7,Activity Ring,1,0,0
631,3,2026-02-28,5.9,Trends,0,0,0
632,3,2026-02-28,5.9,Goals,0,0,0
633,3,2026-02-28,5.9,HRV Chart,0,0,0
634,3,2026-03-01,2.5,HRV Chart,1,1,1
635,3,2026-03-01,2.5,Sleep Score,1,1,1
636,3,2026-03-01,2.5,Readiness Score,1,1,1
637,3,2026-03-01,2.5,Sleep Stages,1,1,1
638,3,2026-03-02,8.9,Sleep Score,1,1,1
639,3,2026-03-02,8.9,Trends,1,1,1
640,3,2026-03-02,8.9,HRV Chart,1,1,1
641,3,2026-03-02,8.9,Readiness Score,1,1,1
642,3,2026-03-03,4.5,Sleep Score,1,1,1
643,3,2026-03-03,4.5,Sleep Stages,1,1,1
644,3,2026-03-03,4.5,Readiness Score,1,1,1
645,3,2026-03-03,4.5,HRV Chart,1,1,1
646,3,2026-03-03,4.5,Trends,1,1,1
647,3,2026-03-04,1.9,Sleep Score,1,1,0
648,3,2026-03-04,1.9,Trends,1,1,0
649,3,2026-03-04,1.9,Activity Ring,1,1,0
650,3,2026-03-04,1.9,HRV Chart,1,1,0
651,3,2026-03-04,1.9,Sleep Stages,1,1,0
652,3,2026-03-05,2.9,Readiness Score,1,1,0
653,3,2026-03-06,7.1,Activity Ring,1,1,0
654,3,2026-03-06,7.1,Trends,1,1,0
655,3,2026-03-06,7.1,Goals,1,1,0
656,3,2026-03-06,7.1,Sleep Score,1,1,0
657,3,2026-03-06,7.1,Readiness Score,1,1,0
658,3,2026-03-06,7.1,Notifications,1,1,0
659,3,2026-03-06,7.1,HRV Chart,1,1,0
660,3,2026-03-07,2.1,Activity Ring,1,0,0
661,3,2026-03-07,2.1,HRV Chart,1,0,0
662,3,2026-03-08,4.3,Readiness Score,1,1,1
663,3,2026-03-08,4.3,Sleep Stages,1,1,1
664,3,2026-03-08,4.3,Goals,1,1,1
665,3,2026-03-09,1.7,Activity Ring,0,0,0
666,3,2026-03-09,1.7,Sleep Score,0,0,0
667,3,2026-03-09,1.7,Trends,0,0,0
668,3,2026-03-09,1.7,Goals,0,0,0
669,3,2026-03-09,1.7,HRV Chart,0,0,0
670,3,2026-03-10,4.2,Activity Ring,1,1,1
671,3,2026-03-11,4.8,Goals,1,1,0
672,3,2026-03-11,4.8,Sleep Stages,1,1,0
673,3,2026-03-11,4.8,Readiness Score,1,1,0
674,3,2026-03-12,2.1,Sleep Stages,1,1,0
675,3,2026-03-12,2.1,Trends,1,1,0
676,3,2026-03-12,2.1,Goals,1,1,0
677,3,2026-03-12,2.1,HRV Chart,1,1,0
678,3,2026-03-13,5.6,Goals,1,1,0
679,3,2026-03-14,4.3,Activity Ring,1,0,0
680,3,2026-03-14,4.3,Goals,1,0,0
681,3,2026-03-14,4.3,Notifications,1,0,0
682,3,2026-03-15,3.3,Readiness Score,1,1,0
683,3,2026-03-15,3.3,Trends,1,1,0
684,3,2026-03-15,3.3,Goals,1,1,0
685,3,2026-03-15,3.3,Activity Ring,1,1,0
686,3,2026-03-16,6.4,Goals,0,1,1
687,3,2026-03-16,6.4,Readiness Score,0,1,1
688,3,2026-03-17,2.8,Activity Ring,1,1,0
689,3,2026-03-17,2.8,Sleep Stages,1,1,0
690,3,2026-03-17,2.8,Readiness Score,1,1,0
691,3,2026-03-17,2.8,Sleep Score,1,1,0
692,3,2026-03-18,1.1,Sleep Stages,0,1,0
693,3,2026-03-18,1.1,Readiness Score,0,1,0
694,3,2026-03-19,6.0,Activity Ring,1,1,1
695,3,2026-03-19,6.0,Sleep Stages,1,1,1
696,3,2026-03-19,6.0,Readiness Score,1,1,1
697,3,2026-03-19,6.0,Sleep Score,1,1,1
698,3,2026-03-20,1.0,Trends,0,1,1
699,3,2026-03-20,1.0,HRV Chart,0,1,1
700,3,2026-03-20,1.0,Sleep Score,0,1,1
701,3,2026-03-21,1.1,Sleep Stages,1,0,0
702,3,2026-03-21,1.1,Trends,1,0,0
703,3,2026-03-21,1.1,Sleep Score,1,0,0
704,3,2026-03-21,1.1,Readiness Score,1,0,0
705,3,2026-03-22,1.4,Readiness Score,1,1,1
706,3,2026-03-22,1.4,Goals,1,1,1
707,3,2026-03-23,4.8,Sleep Stages,0,1,1
708,3,2026-03-23,4.8,Sleep Score,0,1,1
709,3,2026-03-23,4.8,HRV Chart,0,1,1
710,3,2026-03-23,4.8,Readiness Score,0,1,1
711,3,2026-03-24,3.7,Readiness Score,1,1,1
712,3,2026-03-24,3.7,Goals,1,1,1
713,3,2026-03-24,3.7,Notifications,1,1,1
714,3,2026-03-24,3.7,HRV Chart,1,1,1
715,3,2026-03-24,3.7,Activity Ring,1,1,1
716,3,2026-03-24,3.7,Sleep Score,1,1,1
717,3,2026-03-24,3.7,Sleep Stages,1,1,1
718,3,2026-03-24,3.7,Trends,1,1,1
719,3,2026-03-25,7.2,Sleep Stages,0,1,0
720,3,2026-03-25,7.2,Sleep Score,0,1,0
721,3,2026-03-25,7.2,Trends,0,1,0
722,3,2026-03-25,7.2,HRV Chart,0,1,0
723,3,2026-03-26,1.1,Readiness Score,1,1,0
724,3,2026-03-26,1.1,Activity Ring,1,1,0
725,3,2026-03-28,4.0,Readiness Score,1,1,0
726,3,2026-03-29,5.6,Activity Ring,0,1,1
727,3,2026-03-29,5.6,Goals,0,1,1
728,3,2026-03-30,3.2,Sleep Score,1,1,1
729,3,2026-03-30,3.2,Readiness Score,1,1,1
730,3,2026-03-30,3.2,Sleep Stages,1,1,1
731,3,2026-03-30,3.2,Notifications,1,1,1
732,3,2026-03-30,3.2,Goals,1,1,1
733,3,2026-03-31,4.1,Goals,0,1,1
734,3,2026-03-31,4.1,Trends,0,1,1
735,3,2026-03-31,4.1,Activity Ring,0,1,1
736,3,2026-04-01,2.5,Readiness Score,1,0,0
737,3,2026-04-01,2.5,Sleep Score,1,0,0
738,3,2026-04-02,1.2,Readiness Score,0,1,0
739,3,2026-04-02,1.2,Sleep Stages,0,1,0
740,3,2026-04-02,1.2,Sleep Score,0,1,0
741,3,2026-04-02,1.2,Activity Ring,0,1,0
742,3,2026-04-03,4.5,Activity Ring,0,0,0
743,3,2026-04-04,1.4,Goals,0,0,0
744,3,2026-04-04,1.4,Activity Ring,0,0,0
745,3,2026-04-05,8.0,Readiness Score,1,1,0
746,3,2026-04-05,8.0,Activity Ring,1,1,0
747,3,2026-04-05,8.0,Sleep Score,1,1,0
748,3,2026-04-06,3.7,Trends,1,1,0
749,3,2026-04-06,3.7,Sleep Score,1,1,0
750,3,2026-04-06,3.7,HRV Chart,1,1,0
751,3,2026-04-06,3.7,Readiness Score,1,1,0
752,3,2026-04-07,2.8,Sleep Stages,1,1,0
753,3,2026-04-07,2.8,HRV Chart,1,1,0
754,3,2026-04-07,2.8,Activity Ring,1,1,0
755,3,2026-04-07,2.8,Sleep Score,1,1,0
756,3,2026-04-07,2.8,Readiness Score,1,1,0
757,3,2026-04-08,5.1,Sleep Score,1,1,1
758,3,2026-04-08,5.1,Activity Ring,1,1,1
759,3,2026-04-08,5.1,Goals,1,1,1
760,3,2026-04-08,5.1,Sleep Stages,1,1,1
761,3,2026-04-09,6.2,HRV Chart,0,1,0
762,3,2026-04-09,6.2,Sleep Score,0,1,0
763,3,2026-04-09,6.2,Activity Ring,0,1,0
764,3,2026-04-10,3.1,Trends,1,1,0
765,3,2026-04-10,3.1,Readiness Score,1,1,0
766,3,2026-04-10,3.1,Sleep Score,1,1,0
767,3,2026-04-11,6.0,Sleep Stages,1,1,0
768,3,2026-04-11,6.0,Activity Ring,1,1,0
769,3,2026-04-11,6.0,HRV Chart,1,1,0
770,3,2026-04-11,6.0,Trends,1,1,0
771,3,2026-04-11,6.0,Readiness Score,1,1,0
772,3,2026-04-12,3.1,Sleep Score,0,1,1
773,3,2026-04-13,1.8,Sleep Stages,1,0,0
774,3,2026-04-13,1.8,Readiness Score,1,0,0
775,3,2026-04-13,1.8,Notifications,1,0,0
776,3,2026-04-13,1.8,Trends,1,0,0
777,3,2026-04-14,4.5,HRV Chart,1,1,1
778,3,2026-04-14,4.5,Trends,1,1,1
779,3,2026-04-14,4.5,Goals,1,1,1
780,3,2026-04-14,4.5,Sleep Stages,1,1,1
781,3,2026-04-15,3.9,Sleep Score,1,1,1
782,3,2026-04-15,3.9,Sleep Stages,1,1,1
783,3,2026-04-15,3.9,Trends,1,1,1
784,3,2026-04-16,5.0,Goals,0,1,0
785,3,2026-04-16,5.0,Readiness Score,0,1,0
786,3,2026-04-16,5.0,Activity Ring,0,1,0
787,3,2026-04-17,6.3,HRV Chart,0,0,0
788,3,2026-04-17,6.3,Sleep Stages,0,0,0
789,3,2026-04-17,6.3,Activity Ring,0,0,0
790,3,2026-04-19,2.0,Readiness Score,1,1,0
791,3,2026-04-19,2.0,Sleep Score,1,1,0
792,3,2026-04-19,2.0,Activity Ring,1,1,0
793,3,2026-04-20,3.0,Sleep Stages,0,1,1
794,3,2026-04-20,3.0,Goals,0,1,1
795,3,2026-04-20,3.0,Readiness Score,0,1,1
796,3,2026-04-20,3.0,Notifications,0,1,1
797,3,2026-04-20,3.0,HRV Chart,0,1,1
798,3,2026-04-20,3.0,Sleep Score,0,1,1
799,3,2026-04-21,6.1,Goals,1,1,1
800,3,2026-04-21,6.1,Sleep Stages,1,1,1
801,3,2026-04-21,6.1,Sleep Score,1,1,1
802,3,2026-04-21,6.1,HRV Chart,1,1,1
803,3,2026-04-21,6.1,Trends,1,1,1
804,3,2026-04-22,3.8,Sleep Stages,0,1,1
805,3,2026-04-22,3.8,HRV Chart,0,1,1
806,3,2026-04-22,3.8,Sleep Score,0,1,1
807,3,2026-04-22,3.8,Readiness Score,0,1,1
808,3,2026-04-23,4.7,Activity Ring,1,1,0
809,3,2026-04-23,4.7,Goals,1,1,0
810,3,2026-04-23,4.7,Sleep Score,1,1,0
811,3,2026-04-23,4.7,Sleep Stages,1,1,0
812,3,2026-04-24,3.1,Sleep Score,0,0,0
813,3,2026-04-24,3.1,Sleep Stages,0,0,0
814,3,2026-04-24,3.1,Readiness Score,0,0,0
815,3,2026-04-25,6.6,Activity Ring,1,1,0
816,3,2026-04-25,6.6,Sleep Score,1,1,0
817,3,2026-04-25,6.6,Goals,1,1,0
818,3,2026-04-25,6.6,Readiness Score,1,1,0
819,3,2026-04-25,6.6,HRV Chart,1,1,0
820,3,2026-04-26,5.3,Readiness Score,1,1,0
821,3,2026-04-27,6.1,Sleep Score,1,1,1
822,3,2026-04-27,6.1,HRV Chart,1,1,1
823,3,2026-04-27,6.1,Notifications,1,1,1
824,3,2026-04-27,6.1,Activity Ring,1,1,1
825,3,2026-04-27,6.1,Trends,1,1,1
826,3,2026-04-27,6.1,Sleep Stages,1,1,1
827,3,2026-04-27,6.1,Readiness Score,1,1,1
828,3,2026-04-27,6.1,Goals,1,1,1
829,3,2026-04-28,3.6,Sleep Score,1,0,0
830,3,2026-04-28,3.6,HRV Chart,1,0,0
831,3,2026-04-28,3.6,Readiness Score,1,0,0
832,3,2026-04-28,3.6,Activity Ring,1,0,0
833,3,2026-04-28,3.6,Trends,1,0,0
834,3,2026-04-28,3.6,Sleep Stages,1,0,0
835,3,2026-04-29,6.2,Goals,1,1,0
836,3,2026-04-29,6.2,HRV Chart,1,1,0
837,3,2026-04-29,6.2,Sleep Stages,1,1,0
838,3,2026-04-29,6.2,Sleep Score,1,1,0
839,3,2026-04-29,6.2,Activity Ring,1,1,0
840,3,2026-04-29,6.2,Readiness Score,1,1,0
841,3,2026-04-30,5.6,Readiness Score,0,1,0
842,3,2026-04-30,5.6,Sleep Score,0,1,0
843,3,2026-04-30,5.6,Notifications,0,1,0
844,3,2026-04-30,5.6,HRV Chart,0,1,0
845,3,2026-04-30,5.6,Trends,0,1,0
846,3,2026-05-01,4.9,Readiness Score,0,1,0
847,3,2026-05-01,4.9,Activity Ring,0,1,0
848,3,2026-05-01,4.9,Trends,0,1,0
849,3,2026-05-02,5.3,Readiness Score,1,0,0
850,3,2026-05-02,5.3,HRV Chart,1,0,0
851,3,2026-05-02,5.3,Sleep Score,1,0,0
852,3,2026-05-02,5.3,Sleep Stages,1,0,0
853,3,2026-05-03,3.5,HRV Chart,0,1,1
854,3,2026-05-03,3.5,Sleep Score,0,1,1
855,3,2026-05-03,3.5,Activity Ring,0,1,1
856,3,2026-05-03,3.5,Trends,0,1,1
857,3,2026-05-04,4.0,Notifications,1,1,0
858,3,2026-05-04,4.0,Trends,1,1,0
859,3,2026-05-04,4.0,Sleep Score,1,1,0
860,3,2026-05-04,4.0,Activity Ring,1,1,0
861,3,2026-05-04,4.0,Goals,1,1,0
862,3,2026-05-04,4.0,HRV Chart,1,1,0
863,3,2026-05-04,4.0,Sleep Stages,1,1,0
864,3,2026-05-05,3.9,Activity Ring,1,1,0
865,3,2026-05-05,3.9,Sleep Score,1,1,0
866,3,2026-05-05,3.9,Trends,1,1,0
867,3,2026-05-06,2.1,Sleep Score,1,1,0
868,3,2026-05-06,2.1,Sleep Stages,1,1,0
869,3,2026-05-07,7.6,Sleep Score,1,1,0
870,3,2026-05-07,7.6,HRV Chart,1,1,0
871,3,2026-05-07,7.6,Readiness Score,1,1,0
872,3,2026-05-08,4.7,Activity Ring,0,1,0
873,3,2026-05-08,4.7,Sleep Score,0,1,0
874,3,2026-05-09,5.8,Sleep Stages,1,1,0
875,3,2026-05-09,5.8,Readiness Score,1,1,0
876,3,2026-05-09,5.8,HRV Chart,1,1,0
877,3,2026-05-10,4.7,Readiness Score,1,1,0
878,3,2026-05-10,4.7,Sleep Score,1,1,0
879,3,2026-05-11,4.7,Sleep Score,1,1,1
880,3,2026-05-11,4.7,Notifications,1,1,1
881,3,2026-05-11,4.7,Goals,1,1,1
882,3,2026-05-11,4.7,Readiness Score,1,1,1
883,3,2026-05-11,4.7,HRV Chart,1,1,1
884,3,2026-05-12,6.5,Readiness Score,0,1,0
885,3,2026-05-12,6.5,Goals,0,1,0
886,3,2026-05-12,6.5,Trends,0,1,0
887,3,2026-05-13,1.3,Trends,1,1,1
888,3,2026-05-13,1.3,Readiness Score,1,1,1
889,3,2026-05-13,1.3,Sleep Stages,1,1,1
890,3,2026-05-13,1.3,HRV Chart,1,1,1
891,3,2026-05-13,1.3,Sleep Score,1,1,1
892,3,2026-05-13,1.3,Activity Ring,1,1,1
893,3,2026-05-14,7.6,Readiness Score,1,1,0
894,3,2026-05-14,7.6,Goals,1,1,0
895,3,2026-05-14,7.6,Sleep Score,1,1,0
896,3,2026-05-15,6.0,Sleep Stages,1,1,1
897,3,2026-05-15,6.0,Goals,1,1,1
898,3,2026-05-16,0.5,Sleep Score,1,1,1
899,3,2026-05-16,0.5,HRV Chart,1,1,1
900,3,2026-05-17,6.6,Goals,1,0,0
901,3,2026-05-17,6.6,Sleep Stages,1,0,0
902,3,2026-05-17,6.6,Sleep Score,1,0,0
903,3,2026-05-17,6.6,Trends,1,0,0
904,3,2026-05-17,6.6,HRV Chart,1,0,0
905,3,2026-05-18,1.7,HRV Chart,1,1,0
906,3,2026-05-19,5.7,Trends,1,1,0
907,3,2026-05-20,4.5,HRV Chart,1,0,0
908,3,2026-05-20,4.5,Activity Ring,1,0,0
909,3,2026-05-20,4.5,Readiness Score,1,0,0
910,3,2026-05-21,5.2,Activity Ring,0,1,1
911,3,2026-05-21,5.2,Notifications,0,1,1
912,3,2026-05-21,5.2,Sleep Score,0,1,1
913,3,2026-05-21,5.2,Readiness Score,0,1,1
914,3,2026-05-21,5.2,HRV Chart,0,1,1
915,4,2026-02-21,10.1,Readiness Score,0,1,0
916,4,2026-02-21,10.1,HRV Chart,0,1,0
917,4,2026-02-21,10.1,Trends,0,1,0
918,4,2026-02-22,6.0,Readiness Score,1,1,1
919,4,2026-02-23,0.5,Trends,1,1,1
920,4,2026-02-23,0.5,HRV Chart,1,1,1
921,4,2026-02-23,0.5,Sleep Score,1,1,1
922,4,2026-02-24,3.6,HRV Chart,1,0,0
923,4,2026-02-24,3.6,Readiness Score,1,0,0
924,4,2026-02-24,3.6,Sleep Stages,1,0,0
925,4,2026-02-24,3.6,Trends,1,0,0
926,4,2026-02-24,3.6,Goals,1,0,0
927,4,2026-02-24,3.6,Sleep Score,1,0,0
928,4,2026-02-25,5.0,Activity Ring,0,1,0
929,4,2026-02-25,5.0,Sleep Stages,0,1,0
930,4,2026-02-25,5.0,Readiness Score,0,1,0
931,4,2026-02-26,1.7,HRV Chart,0,1,0
932,4,2026-02-26,1.7,Sleep Score,0,1,0
933,4,2026-02-26,1.7,Activity Ring,0,1,0
934,4,2026-02-27,2.5,Sleep Stages,1,1,0
935,4,2026-02-27,2.5,Readiness Score,1,1,0
936,4,2026-02-27,2.5,Trends,1,1,0
937,4,2026-02-27,2.5,Sleep Score,1,1,0
938,4,2026-02-28,5.6,HRV Chart,1,1,0
939,4,2026-02-28,5.6,Trends,1,1,0
940,4,2026-03-01,2.4,Sleep Score,1,1,0
941,4,2026-03-01,2.4,Sleep Stages,1,1,0
942,4,2026-03-01,2.4,Trends,1,1,0
943,4,2026-03-01,2.4,Readiness Score,1,1,0
944,4,2026-03-01,2.4,HRV Chart,1,1,0
945,4,2026-03-01,2.4,Notifications,1,1,0
946,4,2026-03-01,2.4,Activity Ring,1,1,0
947,4,2026-03-02,3.6,Sleep Score,0,1,1
948,4,2026-03-02,3.6,Activity Ring,0,1,1
949,4,2026-03-02,3.6,Readiness Score,0,1,1
950,4,2026-03-02,3.6,HRV Chart,0,1,1
951,4,2026-03-03,6.2,Trends,0,1,0
952,4,2026-03-03,6.2,HRV Chart,0,1,0
953,4,2026-03-03,6.2,Activity Ring,0,1,0
954,4,2026-03-03,6.2,Readiness Score,0,1,0
955,4,2026-03-03,6.2,Sleep Stages,0,1,0
956,4,2026-03-03,6.2,Sleep Score,0,1,0
957,4,2026-03-04,4.3,Activity Ring,1,1,1
958,4,2026-03-04,4.3,Sleep Score,1,1,1
959,4,2026-03-04,4.3,Readiness Score,1,1,1
960,4,2026-03-04,4.3,Trends,1,1,1
961,4,2026-03-04,4.3,Sleep Stages,1,1,1
962,4,2026-03-04,4.3,HRV Chart,1,1,1
963,4,2026-03-04,4.3,Goals,1,1,1
964,4,2026-03-05,4.1,Goals,1,1,0
965,4,2026-03-05,4.1,Readiness Score,1,1,0
966,4,2026-03-06,3.6,Notifications,0,1,1
967,4,2026-03-06,3.6,Sleep Stages,0,1,1
968,4,2026-03-06,3.6,Sleep Score,0,1,1
969,4,2026-03-06,3.6,Readiness Score,0,1,1
970,4,2026-03-06,3.6,Activity Ring,0,1,1
971,4,2026-03-06,3.6,HRV Chart,0,1,1
972,4,2026-03-07,3.6,Readiness Score,0,1,0
973,4,2026-03-07,3.6,Sleep Score,0,1,0
974,4,2026-03-07,3.6,Sleep Stages,0,1,0
975,4,2026-03-07,3.6,Activity Ring,0,1,0
976,4,2026-03-07,3.6,Goals,0,1,0
977,4,2026-03-07,3.6,Trends,0,1,0
978,4,2026-03-08,5.5,Goals,1,1,1
979,4,2026-03-08,5.5,Activity Ring,1,1,1
980,4,2026-03-08,5.5,Sleep Score,1,1,1
981,4,2026-03-08,5.5,Trends,1,1,1
982,4,2026-03-08,5.5,Readiness Score,1,1,1
983,4,2026-03-08,5.5,HRV Chart,1,1,1
984,4,2026-03-08,5.5,Notifications,1,1,1
985,4,2026-03-10,3.7,Notifications,0,1,1
986,4,2026-03-10,3.7,Goals,0,1,1
987,4,2026-03-10,3.7,Activity Ring,0,1,1
988,4,2026-03-10,3.7,Sleep Stages,0,1,1
989,4,2026-03-11,5.4,HRV Chart,0,1,1
990,4,2026-03-11,5.4,Readiness Score,0,1,1
991,4,2026-03-11,5.4,Activity Ring,0,1,1
992,4,2026-03-12,5.3,HRV Chart,0,0,0
993,4,2026-03-12,5.3,Sleep Stages,0,0,0
994,4,2026-03-12,5.3,Activity Ring,0,0,0
995,4,2026-03-12,5.3,Sleep Score,0,0,0
996,4,2026-03-13,4.6,Goals,0,1,0
997,4,2026-03-14,4.4,Readiness Score,1,1,0
998,4,2026-03-14,4.4,Trends,1,1,0
999,4,2026-03-14,4.4,Activity Ring,1,1,0
1000,4,2026-03-14,4.4,Sleep Score,1,1,0
1001,4,2026-03-14,4.4,Sleep Stages,1,1,0
1002,4,2026-03-16,5.4,Readiness Score,1,1,0
1003,4,2026-03-18,6.3,Activity Ring,0,1,1
1004,4,2026-03-18,6.3,HRV Chart,0,1,1
1005,4,2026-03-18,6.3,Sleep Stages,0,1,1
1006,4,2026-03-18,6.3,Readiness Score,0,1,1
1007,4,2026-03-18,6.3,Sleep Score,0,1,1
1008,4,2026-03-19,3.4,Sleep Score,1,1,0
1009,4,2026-03-19,3.4,HRV Chart,1,1,0
1010,4,2026-03-19,3.4,Sleep Stages,1,1,0
1011,4,2026-03-20,4.1,Sleep Score,0,1,1
1012,4,2026-03-20,4.1,Trends,0,1,1
1013,4,2026-03-20,4.1,Readiness Score,0,1,1
1014,4,2026-03-20,4.1,Sleep Stages,0,1,1
1015,4,2026-03-21,6.4,Readiness Score,1,0,0
1016,4,2026-03-21,6.4,Activity Ring,1,0,0
